0.00909090909090909,32,191.3
0.007692307692307693,32,228.1
0.00625,32,192.3
0.005,32,243.1
0.004,32,314.3
0.0032258064516129032,32,321.5
0.002631578947368421,32,443.5
0.002173913043478261,32,504.1
0.0018181818181818182,32,625.7
0.0015384615384615385,32,765.6
0.0013157894736842105,32,925.7
0.0011363636363636363,32,1136.0
9.900990099009901E-4,32,1541.5
8.695652173913044E-4,32,1542.3
7.692307692307692E-4,32,1645.7
6.849315068493151E-4,32,1821.8
6.134969325153375E-4,32,2187.6
5.524861878453039E-4,32,2532.3
5.0E-4,32,2559.5
4.5454545454545455E-4,32,2836.2
